cisp;mes;ano;munic;regiao;roubo_veiculo;flag
53;12;2006;Mesquita;Baixada Fluminense;19;mais ou menos
54;12;2006;Belford Roxo;Baixada Fluminense;47;mais
55;12;2006;Queimados;Baixada Fluminense;5;mais ou menos
56;12;2006;Nova Iguaçu;Baixada Fluminense;26;mais
57;12;2006;Nilópolis;Baixada Fluminense;29;mais
58;12;2006;Nova Iguaçu;Baixada Fluminense;32;mais
59;12;2006;Duque de Caxias;Baixada Fluminense;130;mais
60;12;2006;Duque de Caxias;Baixada Fluminense;39;mais
61;12;2006;Duque de Caxias;Baixada Fluminense;11;mais ou menos
62;12;2006;Duque de Caxias;Baixada Fluminense;19;mais ou menos
63;12;2006;Japeri;Baixada Fluminense;0;menos
64;12;2006;São João de Meriti;Baixada Fluminense;85;mais
65;12;2006;"Magé;Guapimirim";Baixada Fluminense;6;mais ou menos
66;12;2006;Magé;Baixada Fluminense;3;mais ou menos
71;12;2006;"Itaboraí;Tanguá";Interior;17;mais ou menos
72;12;2006;São Gonçalo;Grande Niterói;40;mais
73;12;2006;São Gonçalo;Grande Niterói;22;mais ou menos
74;12;2006;São Gonçalo;Grande Niterói;28;mais
75;12;2006;São Gonçalo;Grande Niterói;9;mais ou menos
76;12;2006;Niterói;Grande Niterói;10;mais ou menos
77;12;2006;Niterói;Grande Niterói;15;mais ou menos
78;12;2006;Niterói;Grande Niterói;15;mais ou menos
79;12;2006;Niterói;Grande Niterói;7;mais ou menos
81;12;2006;Niterói;Grande Niterói;18;mais ou menos
82;12;2006;Maricá;Grande Niterói;6;mais ou menos
88;12;2006;Barra do Pirai;Interior;0;menos
89;12;2006;Resende;Interior;1;mais ou menos
90;12;2006;Barra Mansa;Interior;6;mais ou menos
91;12;2006;Valença;Interior;0;menos
92;12;2006;Rio das Flores;Interior;0;menos
93;12;2006;Volta Redonda;Interior;5;mais ou menos
94;12;2006;Piraí;Interior;0;menos
95;12;2006;Vassouras;Interior;0;menos
96;12;2006;"Miguel Pereira;Paty dos Alferes";Interior;1;mais ou menos
97;12;2006;Mendes;Interior;0;menos
98;12;2006;Engenheiro Paulo de Frontin;Interior;0;menos
99;12;2006;Itatiaia;Interior;0;menos
100;12;2006;"Porto Real;Quatis";Interior;0;menos
101;12;2006;Pinheiral;Interior;0;menos
104;12;2006;São José do Vale do Rio Preto;Interior;0;menos
105;12;2006;Petrópolis;Interior;4;mais ou menos
106;12;2006;Petrópolis;Interior;1;mais ou menos
107;12;2006;Paraíba do Sul;Interior;0;menos
108;12;2006;"Comendador Levy Gasparian;Areal;Três Rios";Interior;0;menos
109;12;2006;Sapucaia;Interior;2;mais ou menos
110;12;2006;Teresópolis;Interior;2;mais ou menos
111;12;2006;Sumidouro;Interior;0;menos
112;12;2006;Carmo;Interior;0;menos
118;12;2006;Araruama;Interior;11;mais ou menos
119;12;2006;Rio Bonito;Interior;2;mais ou menos
120;12;2006;Silva Jardim;Interior;1;mais ou menos
121;12;2006;Casimiro de Abreu;Interior;1;mais ou menos
122;12;2006;Conceição de Macabú;Interior;0;menos
123;12;2006;"Macaé;Quissamã;Carapebus";Interior;15;mais ou menos
124;12;2006;Saquarema;Interior;0;menos
125;12;2006;São Pedro da Aldeia;Interior;3;mais ou menos
126;12;2006;"Cabo Frio;Arraial do Cabo";Interior;10;mais ou menos
127;12;2006;Armação dos Búzios;Interior;2;mais ou menos
128;12;2006;Rio das Ostras;Interior;3;mais ou menos
129;12;2006;Iguaba Grande;Interior;2;mais ou menos
134;12;2006;Campos dos Goytacazes;Interior;2;mais ou menos
135;12;2006;Itaocara;Interior;0;menos
136;12;2006;"Santo Antônio de Pádua;Aperibé";Interior;0;menos
137;12;2006;Miracema;Interior;0;menos
138;12;2006;Laje do Muriaé;Interior;0;menos
139;12;2006;Porciúncula;Interior;0;menos
140;12;2006;"Natividade;Varre-Sai";Interior;0;menos
141;12;2006;São Fidélis;Interior;0;menos
142;12;2006;Cambuci;Interior;0;menos
143;12;2006;"Itaperuna;São José de Ubá;Cardoso Moreira;Italva";Interior;0;menos
144;12;2006;Bom Jesus de Itabapoana;Interior;0;menos
145;12;2006;São João da Barra;Interior;0;menos
146;12;2006;Campos dos Goytacazes;Interior;7;mais ou menos
147;12;2006;São Francisco de Itabapoana;Interior;0;menos
151;12;2006;Nova Friburgo;Interior;1;mais ou menos
152;12;2006;Duas Barras;Interior;0;menos
153;12;2006;Cantagalo;Interior;0;menos
154;12;2006;"Cordeiro;Macuco";Interior;0;menos
155;12;2006;São Sebastião do Alto;Interior;0;menos
156;12;2006;Santa Maria Madalena;Interior;0;menos
157;12;2006;Trajano de Morais;Interior;0;menos
158;12;2006;Bom Jardim;Interior;0;menos
159;12;2006;Cachoeiras de Macacu;Interior;0;menos
165;12;2006;Mangaratiba;Interior;1;mais ou menos
166;12;2006;Angra dos Reis;Interior;2;mais ou menos
167;12;2006;Paraty;Interior;0;menos
168;12;2006;Rio Claro;Interior;0;menos
1;1;2007;Rio de Janeiro;Capital;5;mais ou menos
4;1;2007;Rio de Janeiro;Capital;14;mais ou menos
5;1;2007;Rio de Janeiro;Capital;4;mais ou menos
6;1;2007;Rio de Janeiro;Capital;11;mais ou menos
7;1;2007;Rio de Janeiro;Capital;6;mais ou menos
9;1;2007;Rio de Janeiro;Capital;18;mais ou menos
10;1;2007;Rio de Janeiro;Capital;7;mais ou menos
12;1;2007;Rio de Janeiro;Capital;2;mais ou menos
13;1;2007;Rio de Janeiro;Capital;4;mais ou menos
14;1;2007;Rio de Janeiro;Capital;8;mais ou menos
15;1;2007;Rio de Janeiro;Capital;2;mais ou menos
16;1;2007;Rio de Janeiro;Capital;40;mais
17;1;2007;Rio de Janeiro;Capital;25;mais
18;1;2007;Rio de Janeiro;Capital;39;mais
19;1;2007;Rio de Janeiro;Capital;60;mais
20;1;2007;Rio de Janeiro;Capital;96;mais
21;1;2007;Rio de Janeiro;Capital;95;mais
22;1;2007;Rio de Janeiro;Capital;97;mais
23;1;2007;Rio de Janeiro;Capital;40;mais
24;1;2007;Rio de Janeiro;Capital;65;mais
25;1;2007;Rio de Janeiro;Capital;34;mais
26;1;2007;Rio de Janeiro;Capital;52;mais
27;1;2007;Rio de Janeiro;Capital;160;mais
28;1;2007;Rio de Janeiro;Capital;52;mais
29;1;2007;Rio de Janeiro;Capital;54;mais
30;1;2007;Rio de Janeiro;Capital;36;mais
31;1;2007;Rio de Janeiro;Capital;41;mais
32;1;2007;Rio de Janeiro;Capital;50;mais
33;1;2007;Rio de Janeiro;Capital;92;mais
34;1;2007;Rio de Janeiro;Capital;144;mais
35;1;2007;Rio de Janeiro;Capital;65;mais
36;1;2007;Rio de Janeiro;Capital;20;mais ou menos
37;1;2007;Rio de Janeiro;Capital;44;mais
38;1;2007;Rio de Janeiro;Capital;119;mais
39;1;2007;Rio de Janeiro;Capital;103;mais
40;1;2007;Rio de Janeiro;Capital;79;mais
41;1;2007;Rio de Janeiro;Capital;39;mais
43;1;2007;Rio de Janeiro;Capital;4;mais ou menos
44;1;2007;Rio de Janeiro;Capital;111;mais
48;1;2007;Seropédica;Baixada Fluminense;5;mais ou menos
50;1;2007;Itaguaí;Baixada Fluminense;9;mais ou menos
51;1;2007;Paracambi;Baixada Fluminense;0;menos
52;1;2007;Nova Iguaçu;Baixada Fluminense;58;mais
53;1;2007;Mesquita;Baixada Fluminense;26;mais
54;1;2007;Belford Roxo;Baixada Fluminense;36;mais
55;1;2007;Queimados;Baixada Fluminense;3;mais ou menos
56;1;2007;Nova Iguaçu;Baixada Fluminense;34;mais
57;1;2007;Nilópolis;Baixada Fluminense;45;mais
58;1;2007;Nova Iguaçu;Baixada Fluminense;36;mais
59;1;2007;Duque de Caxias;Baixada Fluminense;148;mais
60;1;2007;Duque de Caxias;Baixada Fluminense;61;mais
61;1;2007;Duque de Caxias;Baixada Fluminense;12;mais ou menos
62;1;2007;Duque de Caxias;Baixada Fluminense;17;mais ou menos
63;1;2007;Japeri;Baixada Fluminense;3;mais ou menos
64;1;2007;São João de Meriti;Baixada Fluminense;92;mais
65;1;2007;"Magé;Guapimirim";Baixada Fluminense;4;mais ou menos
66;1;2007;Magé;Baixada Fluminense;5;mais ou menos
71;1;2007;"Itaboraí;Tanguá";Interior;20;mais ou menos
72;1;2007;São Gonçalo;Grande Niterói;35;mais
73;1;2007;São Gonçalo;Grande Niterói;23;mais ou menos
74;1;2007;São Gonçalo;Grande Niterói;39;mais
75;1;2007;São Gonçalo;Grande Niterói;11;mais ou menos
76;1;2007;Niterói;Grande Niterói;15;mais ou menos
77;1;2007;Niterói;Grande Niterói;24;mais
78;1;2007;Niterói;Grande Niterói;27;mais
79;1;2007;Niterói;Grande Niterói;8;mais ou menos
81;1;2007;Niterói;Grande Niterói;11;mais ou menos
82;1;2007;Maricá;Grande Niterói;14;mais ou menos
88;1;2007;Barra do Pirai;Interior;2;mais ou menos
89;1;2007;Resende;Interior;1;mais ou menos
90;1;2007;Barra Mansa;Interior;1;mais ou menos
91;1;2007;Valença;Interior;0;menos
92;1;2007;Rio das Flores;Interior;0;menos
93;1;2007;Volta Redonda;Interior;9;mais ou menos
94;1;2007;Piraí;Interior;0;menos
95;1;2007;Vassouras;Interior;1;mais ou menos
96;1;2007;"Miguel Pereira;Paty dos Alferes";Interior;0;menos
97;1;2007;Mendes;Interior;0;menos
98;1;2007;Engenheiro Paulo de Frontin;Interior;0;menos
99;1;2007;Itatiaia;Interior;0;menos
100;1;2007;"Porto Real;Quatis";Interior;0;menos
101;1;2007;Pinheiral;Interior;0;menos
104;1;2007;São José do Vale do Rio Preto;Interior;0;menos
105;1;2007;Petrópolis;Interior;4;mais ou menos
106;1;2007;Petrópolis;Interior;0;menos
107;1;2007;Paraíba do Sul;Interior;0;menos
108;1;2007;"Comendador Levy Gasparian;Areal;Três Rios";Interior;2;mais ou menos
109;1;2007;Sapucaia;Interior;1;mais ou menos
110;1;2007;Teresópolis;Interior;1;mais ou menos
111;1;2007;Sumidouro;Interior;0;menos
112;1;2007;Carmo;Interior;0;menos
118;1;2007;Araruama;Interior;3;mais ou menos
119;1;2007;Rio Bonito;Interior;4;mais ou menos
120;1;2007;Silva Jardim;Interior;3;mais ou menos
121;1;2007;Casimiro de Abreu;Interior;0;menos
122;1;2007;Conceição de Macabú;Interior;0;menos
123;1;2007;"Macaé;Quissamã;Carapebus";Interior;12;mais ou menos
124;1;2007;Saquarema;Interior;2;mais ou menos
125;1;2007;São Pedro da Aldeia;Interior;9;mais ou menos
126;1;2007;"Cabo Frio;Arraial do Cabo";Interior;13;mais ou menos
127;1;2007;Armação dos Búzios;Interior;1;mais ou menos
128;1;2007;Rio das Ostras;Interior;3;mais ou menos
129;1;2007;Iguaba Grande;Interior;0;menos
134;1;2007;Campos dos Goytacazes;Interior;4;mais ou menos
135;1;2007;Itaocara;Interior;0;menos
136;1;2007;"Santo Antônio de Pádua;Aperibé";Interior;0;menos
137;1;2007;Miracema;Interior;0;menos
138;1;2007;Laje do Muriaé;Interior;0;menos
139;1;2007;Porciúncula;Interior;0;menos
140;1;2007;"Natividade;Varre-Sai";Interior;0;menos
141;1;2007;São Fidélis;Interior;0;menos
142;1;2007;Cambuci;Interior;0;menos
143;1;2007;"Itaperuna;São José de Ubá;Cardoso Moreira;Italva";Interior;0;menos
144;1;2007;Bom Jesus de Itabapoana;Interior;0;menos
145;1;2007;São João da Barra;Interior;1;mais ou menos
146;1;2007;Campos dos Goytacazes;Interior;3;mais ou menos
147;1;2007;São Francisco de Itabapoana;Interior;0;menos
151;1;2007;Nova Friburgo;Interior;3;mais ou menos
152;1;2007;Duas Barras;Interior;0;menos
153;1;2007;Cantagalo;Interior;0;menos
154;1;2007;"Cordeiro;Macuco";Interior;0;menos
155;1;2007;São Sebastião do Alto;Interior;0;menos
156;1;2007;Santa Maria Madalena;Interior;0;menos
157;1;2007;Trajano de Morais;Interior;0;menos
158;1;2007;Bom Jardim;Interior;0;menos
159;1;2007;Cachoeiras de Macacu;Interior;0;menos
165;1;2007;Mangaratiba;Interior;2;mais ou menos
166;1;2007;Angra dos Reis;Interior;0;menos
167;1;2007;Paraty;Interior;0;menos
168;1;2007;Rio Claro;Interior;0;menos
1;2;2007;Rio de Janeiro;Capital;8;mais ou menos
4;2;2007;Rio de Janeiro;Capital;8;mais ou menos
5;2;2007;Rio de Janeiro;Capital;7;mais ou menos
6;2;2007;Rio de Janeiro;Capital;9;mais ou menos
7;2;2007;Rio de Janeiro;Capital;4;mais ou menos
9;2;2007;Rio de Janeiro;Capital;9;mais ou menos
10;2;2007;Rio de Janeiro;Capital;11;mais ou menos
12;2;2007;Rio de Janeiro;Capital;3;mais ou menos
13;2;2007;Rio de Janeiro;Capital;0;menos
14;2;2007;Rio de Janeiro;Capital;10;mais ou menos
15;2;2007;Rio de Janeiro;Capital;3;mais ou menos
16;2;2007;Rio de Janeiro;Capital;46;mais
17;2;2007;Rio de Janeiro;Capital;44;mais
18;2;2007;Rio de Janeiro;Capital;33;mais
19;2;2007;Rio de Janeiro;Capital;55;mais
20;2;2007;Rio de Janeiro;Capital;71;mais
21;2;2007;Rio de Janeiro;Capital;124;mais
22;2;2007;Rio de Janeiro;Capital;60;mais
23;2;2007;Rio de Janeiro;Capital;41;mais
24;2;2007;Rio de Janeiro;Capital;45;mais
25;2;2007;Rio de Janeiro;Capital;39;mais
26;2;2007;Rio de Janeiro;Capital;47;mais
27;2;2007;Rio de Janeiro;Capital;96;mais
28;2;2007;Rio de Janeiro;Capital;38;mais
29;2;2007;Rio de Janeiro;Capital;61;mais
30;2;2007;Rio de Janeiro;Capital;40;mais
31;2;2007;Rio de Janeiro;Capital;39;mais
32;2;2007;Rio de Janeiro;Capital;44;mais
33;2;2007;Rio de Janeiro;Capital;83;mais
34;2;2007;Rio de Janeiro;Capital;132;mais
35;2;2007;Rio de Janeiro;Capital;79;mais
36;2;2007;Rio de Janeiro;Capital;19;mais ou menos
37;2;2007;Rio de Janeiro;Capital;34;mais
38;2;2007;Rio de Janeiro;Capital;107;mais
39;2;2007;Rio de Janeiro;Capital;108;mais
40;2;2007;Rio de Janeiro;Capital;87;mais
41;2;2007;Rio de Janeiro;Capital;37;mais
43;2;2007;Rio de Janeiro;Capital;6;mais ou menos
44;2;2007;Rio de Janeiro;Capital;72;mais
48;2;2007;Seropédica;Baixada Fluminense;7;mais ou menos
50;2;2007;Itaguaí;Baixada Fluminense;6;mais ou menos
51;2;2007;Paracambi;Baixada Fluminense;0;menos
52;2;2007;Nova Iguaçu;Baixada Fluminense;48;mais
53;2;2007;Mesquita;Baixada Fluminense;13;mais ou menos
54;2;2007;Belford Roxo;Baixada Fluminense;44;mais
55;2;2007;Queimados;Baixada Fluminense;2;mais ou menos
56;2;2007;Nova Iguaçu;Baixada Fluminense;20;mais ou menos
57;2;2007;Nilópolis;Baixada Fluminense;39;mais
58;2;2007;Nova Iguaçu;Baixada Fluminense;39;mais
59;2;2007;Duque de Caxias;Baixada Fluminense;145;mais
60;2;2007;Duque de Caxias;Baixada Fluminense;36;mais
61;2;2007;Duque de Caxias;Baixada Fluminense;7;mais ou menos
62;2;2007;Duque de Caxias;Baixada Fluminense;19;mais ou menos
63;2;2007;Japeri;Baixada Fluminense;0;menos
64;2;2007;São João de Meriti;Baixada Fluminense;103;mais
65;2;2007;"Magé;Guapimirim";Baixada Fluminense;5;mais ou menos
66;2;2007;Magé;Baixada Fluminense;4;mais ou menos
71;2;2007;"Itaboraí;Tanguá";Interior;24;mais
72;2;2007;São Gonçalo;Grande Niterói;39;mais
73;2;2007;São Gonçalo;Grande Niterói;23;mais ou menos
74;2;2007;São Gonçalo;Grande Niterói;29;mais
75;2;2007;São Gonçalo;Grande Niterói;9;mais ou menos
76;2;2007;Niterói;Grande Niterói;17;mais ou menos
77;2;2007;Niterói;Grande Niterói;17;mais ou menos
78;2;2007;Niterói;Grande Niterói;20;mais ou menos
79;2;2007;Niterói;Grande Niterói;6;mais ou menos
81;2;2007;Niterói;Grande Niterói;10;mais ou menos
82;2;2007;Maricá;Grande Niterói;4;mais ou menos
88;2;2007;Barra do Pirai;Interior;0;menos
89;2;2007;Resende;Interior;1;mais ou menos
90;2;2007;Barra Mansa;Interior;1;mais ou menos
91;2;2007;Valença;Interior;0;menos
92;2;2007;Rio das Flores;Interior;0;menos
93;2;2007;Volta Redonda;Interior;6;mais ou menos
94;2;2007;Piraí;Interior;0;menos
95;2;2007;Vassouras;Interior;1;mais ou menos
96;2;2007;"Miguel Pereira;Paty dos Alferes";Interior;0;menos
97;2;2007;Mendes;Interior;0;menos
98;2;2007;Engenheiro Paulo de Frontin;Interior;0;menos
99;2;2007;Itatiaia;Interior;0;menos
100;2;2007;"Porto Real;Quatis";Interior;0;menos
101;2;2007;Pinheiral;Interior;0;menos
104;2;2007;São José do Vale do Rio Preto;Interior;0;menos
105;2;2007;Petrópolis;Interior;2;mais ou menos
106;2;2007;Petrópolis;Interior;1;mais ou menos
107;2;2007;Paraíba do Sul;Interior;1;mais ou menos
108;2;2007;"Comendador Levy Gasparian;Areal;Três Rios";Interior;1;mais ou menos
109;2;2007;Sapucaia;Interior;0;menos
110;2;2007;Teresópolis;Interior;4;mais ou menos
111;2;2007;Sumidouro;Interior;0;menos
112;2;2007;Carmo;Interior;0;menos
118;2;2007;Araruama;Interior;8;mais ou menos
119;2;2007;Rio Bonito;Interior;1;mais ou menos
120;2;2007;Silva Jardim;Interior;0;menos
121;2;2007;Casimiro de Abreu;Interior;0;menos
122;2;2007;Conceição de Macabú;Interior;2;mais ou menos
123;2;2007;"Macaé;Quissamã;Carapebus";Interior;11;mais ou menos
124;2;2007;Saquarema;Interior;0;menos
125;2;2007;São Pedro da Aldeia;Interior;3;mais ou menos
126;2;2007;"Cabo Frio;Arraial do Cabo";Interior;11;mais ou menos
127;2;2007;Armação dos Búzios;Interior;2;mais ou menos
128;2;2007;Rio das Ostras;Interior;4;mais ou menos
129;2;2007;Iguaba Grande;Interior;0;menos
134;2;2007;Campos dos Goytacazes;Interior;5;mais ou menos
135;2;2007;Itaocara;Interior;0;menos
136;2;2007;"Santo Antônio de Pádua;Aperibé";Interior;1;mais ou menos
137;2;2007;Miracema;Interior;0;menos
138;2;2007;Laje do Muriaé;Interior;0;menos
139;2;2007;Porciúncula;Interior;0;menos
140;2;2007;"Natividade;Varre-Sai";Interior;0;menos
141;2;2007;São Fidélis;Interior;1;mais ou menos
142;2;2007;Cambuci;Interior;0;menos
143;2;2007;"Itaperuna;São José de Ubá;Cardoso Moreira;Italva";Interior;0;menos
144;2;2007;Bom Jesus de Itabapoana;Interior;0;menos
145;2;2007;São João da Barra;Interior;1;mais ou menos
146;2;2007;Campos dos Goytacazes;Interior;9;mais ou menos
147;2;2007;São Francisco de Itabapoana;Interior;2;mais ou menos
151;2;2007;Nova Friburgo;Interior;1;mais ou menos
152;2;2007;Duas Barras;Interior;0;menos
153;2;2007;Cantagalo;Interior;1;mais ou menos
154;2;2007;"Cordeiro;Macuco";Interior;0;menos
155;2;2007;São Sebastião do Alto;Interior;0;menos
156;2;2007;Santa Maria Madalena;Interior;0;menos
157;2;2007;Trajano de Morais;Interior;0;menos
158;2;2007;Bom Jardim;Interior;0;menos
159;2;2007;Cachoeiras de Macacu;Interior;1;mais ou menos
165;2;2007;Mangaratiba;Interior;2;mais ou menos
166;2;2007;Angra dos Reis;Interior;0;menos
167;2;2007;Paraty;Interior;0;menos
168;2;2007;Rio Claro;Interior;0;menos
1;3;2007;Rio de Janeiro;Capital;12;mais ou menos
4;3;2007;Rio de Janeiro;Capital;10;mais ou menos
5;3;2007;Rio de Janeiro;Capital;3;mais ou menos
6;3;2007;Rio de Janeiro;Capital;15;mais ou menos
7;3;2007;Rio de Janeiro;Capital;9;mais ou menos
9;3;2007;Rio de Janeiro;Capital;28;mais
10;3;2007;Rio de Janeiro;Capital;22;mais ou menos
12;3;2007;Rio de Janeiro;Capital;3;mais ou menos
13;3;2007;Rio de Janeiro;Capital;4;mais ou menos
14;3;2007;Rio de Janeiro;Capital;2;mais ou menos
15;3;2007;Rio de Janeiro;Capital;7;mais ou menos
16;3;2007;Rio de Janeiro;Capital;76;mais
17;3;2007;Rio de Janeiro;Capital;47;mais
18;3;2007;Rio de Janeiro;Capital;39;mais
19;3;2007;Rio de Janeiro;Capital;65;mais
20;3;2007;Rio de Janeiro;Capital;95;mais
21;3;2007;Rio de Janeiro;Capital;170;mais
22;3;2007;Rio de Janeiro;Capital;88;mais
23;3;2007;Rio de Janeiro;Capital;47;mais
24;3;2007;Rio de Janeiro;Capital;66;mais
25;3;2007;Rio de Janeiro;Capital;52;mais
26;3;2007;Rio de Janeiro;Capital;65;mais
27;3;2007;Rio de Janeiro;Capital;150;mais
28;3;2007;Rio de Janeiro;Capital;63;mais
29;3;2007;Rio de Janeiro;Capital;51;mais
30;3;2007;Rio de Janeiro;Capital;41;mais
31;3;2007;Rio de Janeiro;Capital;59;mais
32;3;2007;Rio de Janeiro;Capital;50;mais
33;3;2007;Rio de Janeiro;Capital;129;mais
34;3;2007;Rio de Janeiro;Capital;171;mais
35;3;2007;Rio de Janeiro;Capital;71;mais
36;3;2007;Rio de Janeiro;Capital;21;mais ou menos
37;3;2007;Rio de Janeiro;Capital;54;mais
38;3;2007;Rio de Janeiro;Capital;135;mais
39;3;2007;Rio de Janeiro;Capital;150;mais
40;3;2007;Rio de Janeiro;Capital;102;mais
41;3;2007;Rio de Janeiro;Capital;67;mais
43;3;2007;Rio de Janeiro;Capital;10;mais ou menos
44;3;2007;Rio de Janeiro;Capital;113;mais
48;3;2007;Seropédica;Baixada Fluminense;6;mais ou menos
50;3;2007;Itaguaí;Baixada Fluminense;14;mais ou menos
51;3;2007;Paracambi;Baixada Fluminense;0;menos
52;3;2007;Nova Iguaçu;Baixada Fluminense;63;mais
53;3;2007;Mesquita;Baixada Fluminense;24;mais
54;3;2007;Belford Roxo;Baixada Fluminense;45;mais
55;3;2007;Queimados;Baixada Fluminense;7;mais ou menos
56;3;2007;Nova Iguaçu;Baixada Fluminense;37;mais
57;3;2007;Nilópolis;Baixada Fluminense;55;mais
58;3;2007;Nova Iguaçu;Baixada Fluminense;44;mais
59;3;2007;Duque de Caxias;Baixada Fluminense;150;mais
60;3;2007;Duque de Caxias;Baixada Fluminense;43;mais
61;3;2007;Duque de Caxias;Baixada Fluminense;8;mais ou menos
62;3;2007;Duque de Caxias;Baixada Fluminense;27;mais
63;3;2007;Japeri;Baixada Fluminense;1;mais ou menos
64;3;2007;São João de Meriti;Baixada Fluminense;119;mais
65;3;2007;"Magé;Guapimirim";Baixada Fluminense;4;mais ou menos
66;3;2007;Magé;Baixada Fluminense;6;mais ou menos
71;3;2007;"Itaboraí;Tanguá";Interior;27;mais
72;3;2007;São Gonçalo;Grande Niterói;35;mais
73;3;2007;São Gonçalo;Grande Niterói;19;mais ou menos
74;3;2007;São Gonçalo;Grande Niterói;29;mais
75;3;2007;São Gonçalo;Grande Niterói;20;mais ou menos
76;3;2007;Niterói;Grande Niterói;16;mais ou menos
77;3;2007;Niterói;Grande Niterói;28;mais
78;3;2007;Niterói;Grande Niterói;44;mais
79;3;2007;Niterói;Grande Niterói;11;mais ou menos
81;3;2007;Niterói;Grande Niterói;13;mais ou menos
82;3;2007;Maricá;Grande Niterói;8;mais ou menos
88;3;2007;Barra do Pirai;Interior;0;menos
89;3;2007;Resende;Interior;2;mais ou menos
